Current SOC,Current Title,Match SOC,,Match Title,Index,Base Employment,Numeric Change,% Change,Total Job Openings,Median Hourly Wage,Median Annual Wage,Entry Level Education,Work Experience,Job Training,
Current SOC,Current Title,Match SOC,Shortened SOC,Match Title,Index,Base Employment,Numeric Change,% Change,Total Job Openings,Median Hourly Wage,Median Annual Wage,Entry Level Education,Work Experience,Job Training,MSA
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,11-3051.00,Nov-51,Industrial Production Managers,8,5330,-200,0,3610,52.6,109408,Bachelor's degree,5 years or more,None,Los Angeles
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,49-1011.00,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",7,9260,350,0,9010,41.99,87336,High school diploma or equivalent,Less than 5 years,None,Los Angeles
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,49-9071.00,49-9071,"Maintenance and Repair Workers, General",9,32820,2820,0.1,36000,21.44,44599,High school diploma or equivalent,None,Moderate-term on-the-job training,Los Angeles
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,47-2152.01,47-2152,Pipe Fitters and Steamfitters,3,10280,1290,0.1,13400,25.43,52889,High school diploma or equivalent,None,Apprenticeship,Los Angeles
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,47-2152.02,47-2152,Plumbers,5,10280,1290,0.1,13400,25.43,52889,High school diploma or equivalent,None,Apprenticeship,Los Angeles
47-2111.00,Electricians,49-9071.00,49-9071,"Maintenance and Repair Workers, General",9,32820,2820,0.1,36000,21.44,44599,High school diploma or equivalent,None,Moderate-term on-the-job training,Los Angeles
47-2111.00,Electricians,49-2022.00,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",7,8450,30,0,9360,39.58,82331,Postsecondary non-degree award,None,Moderate-term on-the-job training,Los Angeles
47-2111.00,Electricians,49-9021.01,49-9021,Heating and Air Conditioning Mechanics and Installers,1,6490,720,0.1,7400,29.24,60815,Postsecondary non-degree award,None,Long-term on-the-job training,Los Angeles
47-2111.00,Electricians,49-9021.02,49-9021,Refrigeration Mechanics and Installers,2,6490,720,0.1,7400,29.24,60815,Postsecondary non-degree award,None,Long-term on-the-job training,Los Angeles
47-2111.00,Electricians,47-2152.01,47-2152,Pipe Fitters and Steamfitters,5,10280,1290,0.1,13400,25.43,52889,High school diploma or equivalent,None,Apprenticeship,Los Angeles
47-2111.00,Electricians,47-2152.02,47-2152,Plumbers,6,10280,1290,0.1,13400,25.43,52889,High school diploma or equivalent,None,Apprenticeship,Los Angeles
47-2152.01,Pipe Fitters and Steamfitters,47-2011.00,47-2011,Boilermakers,7,12110,1300,0.1,14560,40.05,83301,High school diploma or equivalent,5 years or more,None,Los Angeles
47-2152.01,Pipe Fitters and Steamfitters,49-9071.00,49-9071,"Maintenance and Repair Workers, General",3,32820,2820,0.1,36000,21.44,44599,High school diploma or equivalent,None,Moderate-term on-the-job training,Los Angeles
47-2152.01,Pipe Fitters and Steamfitters,49-9021.01,49-9021,Heating and Air Conditioning Mechanics and Installers,6,6490,720,0.1,7400,29.24,60815,Postsecondary non-degree award,None,Long-term on-the-job training,Los Angeles
47-2152.01,Pipe Fitters and Steamfitters,47-2031.02,47-2031,Rough Carpenters,5,21030,2720,0.1,25890,31.53,65598,High school diploma or equivalent,None,Apprenticeship,Los Angeles
47-2152.01,Pipe Fitters and Steamfitters,47-2111.00,47-2111,Electricians,8,12520,1210,0.1,16430,37.42,77830,High school diploma or equivalent,None,Apprenticeship,Los Angeles
47-2152.01,Pipe Fitters and Steamfitters,47-2152.02,47-2152,Plumbers,1,10280,1290,0.1,13400,25.43,52889,High school diploma or equivalent,None,Apprenticeship,Los Angeles
47-2152.02,Plumbers,47-2011.00,47-2011,Boilermakers,5,12110,1300,0.1,14560,40.05,83301,High school diploma or equivalent,5 years or more,None,Los Angeles
47-2152.02,Plumbers,49-9071.00,49-9071,"Maintenance and Repair Workers, General",2,32820,2820,0.1,36000,21.44,44599,High school diploma or equivalent,None,Moderate-term on-the-job training,Los Angeles
47-2152.02,Plumbers,49-9021.01,49-9021,Heating and Air Conditioning Mechanics and Installers,3,6490,720,0.1,7400,29.24,60815,Postsecondary non-degree award,None,Long-term on-the-job training,Los Angeles
47-2152.02,Plumbers,49-9021.02,49-9021,Refrigeration Mechanics and Installers,9,6490,720,0.1,7400,29.24,60815,Postsecondary non-degree award,None,Long-term on-the-job training,Los Angeles
47-2152.02,Plumbers,47-2152.01,47-2152,Pipe Fitters and Steamfitters,1,10280,1290,0.1,13400,25.43,52889,High school diploma or equivalent,None,Apprenticeship,Los Angeles
47-5013.00,"Service Unit Operators, Oil, Gas, and Mining",53-7071.00,53-7071,Gas Compressor and Gas Pumping Station Operators,4,29150,320,0,42540,15.33,31883,No formal educational credential,None,Short-term on-the-job training,Los Angeles
47-5071.00,"Roustabouts, Oil and Gas",47-2061.00,47-2061,Construction Laborers,6,27590,2860,0.1,35140,21.32,44364,No formal educational credential,None,Short-term on-the-job training,Los Angeles
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",11-1021.00,11-1021,General and Operations Managers,8,66420,5520,0.1,65590,55.72,115909,Bachelor's degree,5 years or more,None,Los Angeles
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",11-3051.00,Nov-51,Industrial Production Managers,1,5330,-200,0,3610,52.6,109408,Bachelor's degree,5 years or more,None,Los Angeles
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",51-1011.00,51-1011,First-Line Supervisors of Production and Operating Workers,10,13590,-480,0,13170,30.7,63861,High school diploma or equivalent,Less than 5 years,None,Los Angeles
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",47-1011.00,47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,2,12110,1300,0.1,14560,40.05,83301,High school diploma or equivalent,5 years or more,None,Los Angeles
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,49-3023.01,49-3023,Automotive Master Mechanics,6,17510,-450,0,16380,23.97,49852,Postsecondary non-degree award,None,Short-term on-the-job training,Los Angeles
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,49-9071.00,49-9071,"Maintenance and Repair Workers, General",8,32820,2820,0.1,36000,21.44,44599,High school diploma or equivalent,None,Moderate-term on-the-job training,Los Angeles
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",53-7071.00,53-7071,Gas Compressor and Gas Pumping Station Operators,10,29150,320,0,42540,15.33,31883,No formal educational credential,None,Short-term on-the-job training,Los Angeles
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",49-9071.00,49-9071,"Maintenance and Repair Workers, General",5,32820,2820,0.1,36000,21.44,44599,High school diploma or equivalent,None,Moderate-term on-the-job training,Los Angeles
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",49-9021.01,49-9021,Heating and Air Conditioning Mechanics and Installers,8,6490,720,0.1,7400,29.24,60815,Postsecondary non-degree award,None,Long-term on-the-job training,Los Angeles
49-9041.00,Industrial Machinery Mechanics,49-3023.01,49-3023,Automotive Master Mechanics,5,17510,-450,0,16380,23.97,49852,Postsecondary non-degree award,None,Short-term on-the-job training,Los Angeles
49-9041.00,Industrial Machinery Mechanics,49-9071.00,49-9071,"Maintenance and Repair Workers, General",2,32820,2820,0.1,36000,21.44,44599,High school diploma or equivalent,None,Moderate-term on-the-job training,Los Angeles
49-9041.00,Industrial Machinery Mechanics,51-4041.00,51-4041,Machinists,7,9850,10,0,10010,21.91,45567,High school diploma or equivalent,None,Long-term on-the-job training,Los Angeles
49-9071.00,"Maintenance and Repair Workers, General",49-9041.00,49-9041,Industrial Machinery Mechanics,5,5970,200,0,5770,28.93,60168,High school diploma or equivalent,None,Long-term on-the-job training,Los Angeles
49-9071.00,"Maintenance and Repair Workers, General",47-2152.02,47-2152,Plumbers,1,10280,1290,0.1,13400,25.43,52889,High school diploma or equivalent,None,Apprenticeship,Los Angeles
49-9071.00,"Maintenance and Repair Workers, General",47-2152.01,47-2152,Pipe Fitters and Steamfitters,4,10280,1290,0.1,13400,25.43,52889,High school diploma or equivalent,None,Apprenticeship,Los Angeles
51-1011.00,First-Line Supervisors of Production and Operating Workers,11-3051.00,Nov-51,Industrial Production Managers,1,5330,-200,0,3610,52.6,109408,Bachelor's degree,5 years or more,None,Los Angeles
51-1011.00,First-Line Supervisors of Production and Operating Workers,47-1011.00,47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,6,12110,1300,0.1,14560,40.05,83301,High school diploma or equivalent,5 years or more,None,Los Angeles
51-1011.00,First-Line Supervisors of Production and Operating Workers,49-1011.00,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",9,9260,350,0,9010,41.99,87336,High school diploma or equivalent,Less than 5 years,None,Los Angeles
51-4121.07,Solderers and Brazers,51-9111.00,51-9111,Packaging and Filling Machine Operators and Tenders,1,13030,570,0,16030,15.83,32930,High school diploma or equivalent,None,Moderate-term on-the-job training,Los Angeles
51-8013.00,Power Plant Operators,53-7071.00,53-7071,Gas Compressor and Gas Pumping Station Operators,4,29150,320,0,42540,15.33,31883,No formal educational credential,None,Short-term on-the-job training,Los Angeles
51-8013.00,Power Plant Operators,53-7072.00,53-7072,"Pump Operators, Except Wellhead Pumpers",10,29150,320,0,42540,15.33,31883,No formal educational credential,None,Short-term on-the-job training,Los Angeles
51-8091.00,Chemical Plant and System Operators,53-7072.00,53-7072,"Pump Operators, Except Wellhead Pumpers",1,29150,320,0,42540,15.33,31883,No formal educational credential,None,Short-term on-the-job training,Los Angeles
51-8091.00,Chemical Plant and System Operators,53-7071.00,53-7071,Gas Compressor and Gas Pumping Station Operators,5,29150,320,0,42540,15.33,31883,No formal educational credential,None,Short-term on-the-job training,Los Angeles
51-8092.00,Gas Plant Operators,53-7071.00,53-7071,Gas Compressor and Gas Pumping Station Operators,2,29150,320,0,42540,15.33,31883,No formal educational credential,None,Short-term on-the-job training,Los Angeles
51-8092.00,Gas Plant Operators,53-7072.00,53-7072,"Pump Operators, Except Wellhead Pumpers",6,29150,320,0,42540,15.33,31883,No formal educational credential,None,Short-term on-the-job training,Los Angeles
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",53-7072.00,53-7072,"Pump Operators, Except Wellhead Pumpers",4,29150,320,0,42540,15.33,31883,No formal educational credential,None,Short-term on-the-job training,Los Angeles
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",53-7071.00,53-7071,Gas Compressor and Gas Pumping Station Operators,5,29150,320,0,42540,15.33,31883,No formal educational credential,None,Short-term on-the-job training,Los Angeles
51-9011.00,Chemical Equipment Operators and Tenders,53-7072.00,53-7072,"Pump Operators, Except Wellhead Pumpers",4,29150,320,0,42540,15.33,31883,No formal educational credential,None,Short-term on-the-job training,Los Angeles
51-9011.00,Chemical Equipment Operators and Tenders,53-7071.00,53-7071,Gas Compressor and Gas Pumping Station Operators,6,29150,320,0,42540,15.33,31883,No formal educational credential,None,Short-term on-the-job training,Los Angeles
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",53-7071.00,53-7071,Gas Compressor and Gas Pumping Station Operators,9,29150,320,0,42540,15.33,31883,No formal educational credential,None,Short-term on-the-job training,Los Angeles
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",43-5071.00,43-5071,"Shipping, Receiving, and Traffic Clerks",3,26780,100,0,26740,17.13,35644,High school diploma or equivalent,None,Short-term on-the-job training,Los Angeles
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",51-4121.07,51-4121,Solderers and Brazers,4,5750,40,0,6360,20.75,43152,High school diploma or equivalent,None,Moderate-term on-the-job training,Los Angeles
51-9198.00,Helpers--Production Workers,37-2011.00,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",8,62350,5630,0.1,91460,16.24,33777,No formal educational credential,None,Short-term on-the-job training,Los Angeles
51-9198.00,Helpers--Production Workers,37-3011.00,37-3011,Landscaping and Groundskeeping Workers,3,23570,2390,0.1,34460,18.47,38408,No formal educational credential,None,Short-term on-the-job training,Los Angeles
51-9198.00,Helpers--Production Workers,35-9021.00,35-9021,Dishwashers,1,21930,1590,0.1,37660,15.04,31295,No formal educational credential,None,Short-term on-the-job training,Los Angeles
51-9198.00,Helpers--Production Workers,51-6031.00,51-6031,Sewing Machine Operators,7,18490,-5810,-0.3,11650,14.93,31060,No formal educational credential,None,Short-term on-the-job training,Los Angeles
51-9198.00,Helpers--Production Workers,51-9111.00,51-9111,Packaging and Filling Machine Operators and Tenders,2,13030,570,0,16030,15.83,32930,High school diploma or equivalent,None,Moderate-term on-the-job training,Los Angeles
51-9198.00,Helpers--Production Workers,51-4121.06,51-4121,"Welders, Cutters, and Welder Fitters",5,5750,40,0,6360,20.75,43152,High school diploma or equivalent,None,Moderate-term on-the-job training,Los Angeles
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,53-3033.00,53-3033,Light Truck or Delivery Services Drivers,9,34030,4550,0.1,45830,19.42,40395,High school diploma or equivalent,None,Short-term on-the-job training,Los Angeles
53-7051.00,Industrial Truck and Tractor Operators,53-3033.00,53-3033,Light Truck or Delivery Services Drivers,9,34030,4550,0.1,45830,19.42,40395,High school diploma or equivalent,None,Short-term on-the-job training,Los Angeles
53-7051.00,Industrial Truck and Tractor Operators,51-4121.06,51-4121,"Welders, Cutters, and Welder Fitters",6,5750,40,0,6360,20.75,43152,High school diploma or equivalent,None,Moderate-term on-the-job training,Los Angeles
53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",53-7051.00,53-7051,Industrial Truck and Tractor Operators,10,13860,1300,0.1,17620,18.28,38015,No formal educational credential,None,Short-term on-the-job training,Los Angeles
53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",51-9111.00,51-9111,Packaging and Filling Machine Operators and Tenders,7,13030,570,0,16030,15.83,32930,High school diploma or equivalent,None,Moderate-term on-the-job training,Los Angeles
53-7073.00,Wellhead Pumpers,53-7071.00,53-7071,Gas Compressor and Gas Pumping Station Operators,1,29150,320,0,42540,15.33,31883,No formal educational credential,None,Short-term on-the-job training,Los Angeles
53-7073.00,Wellhead Pumpers,53-7072.00,53-7072,"Pump Operators, Except Wellhead Pumpers",4,29150,320,0,42540,15.33,31883,No formal educational credential,None,Short-term on-the-job training,Los Angeles
53-7121.00,"Tank Car, Truck, and Ship Loaders",53-7071.00,53-7071,Gas Compressor and Gas Pumping Station Operators,1,29150,320,0,42540,15.33,31883,No formal educational credential,None,Short-term on-the-job training,Los Angeles
53-7121.00,"Tank Car, Truck, and Ship Loaders",53-7072.00,53-7072,"Pump Operators, Except Wellhead Pumpers",4,29150,320,0,42540,15.33,31883,No formal educational credential,None,Short-term on-the-job training,Los Angeles
